author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
ПИК;developer;https://www.cian.ru/sale/flat/315372081/;Москва;sale;flat;2;26;1;20.3;12854518;2024;-1;Монолитный;-1;Без отделки, предчистовая, чистовая;10,7 м²;3,9 м²;74951387064;Лефортово;Красноказарменная ;15к4;Лефортово;Красноказарменная 15
ПИК;developer;https://www.cian.ru/sale/flat/314858694/;Москва;sale;flat;6;30;1;19.9;12314120;2026;-1;Монолитный;-1;Чистовая;9,5 м²;5,3 м²;74951379026;Кунцево; Ивана Франко;20к3;Кунцевская;Кутузовский квартал
ЛСР;developer;https://www.cian.ru/sale/flat/298525216/;Москва;sale;flat;22;24;1;23.9;10441432;2024;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;14,2 м²;3,9 м²;74951370087;Солнцево;Производственная ;17;Солнцево;Лучи
ЛСР;developer;https://www.cian.ru/sale/flat/298525276/;Москва;sale;flat;24;24;1;33.9;14916271;2024;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;12 м²;15,4 м²;74951370087;Солнцево;Производственная ;17;Солнцево;Лучи
ЛСР;developer;https://www.cian.ru/sale/flat/306649980/;Москва;sale;flat;15;24;1;34.8;14553394;2024;-1;Монолитный;-1;Без отделки, чистовая, чистовая с мебелью;24,1 м²;3,8 м²;74951370087;Солнцево;Производственная ;17;Солнцево;Лучи
Upside Development;developer;https://www.cian.ru/sale/flat/312089599/;Москва;sale;flat;20;22;2;48.8;15464720;2023;-1;-1;-1;Предчистовая;25,3 м²;15,9 м²;74996486213;Западное Дегунино;Дегунинская ;9к1;Селигерская;Любовь и Голуби
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/293175824/;Москва;sale;flat;4;28;1;28.7;10131100;2025;-1;Монолитный;-1;Без отделки;-1;8,5 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315713651/;Москва;sale;flat;7;28;1;32.4;10497600;2025;-1;Монолитный;-1;Без отделки;-1;10,3 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315713644/;Москва;sale;flat;4;28;1;33.2;10524400;2025;-1;Монолитный;-1;Без отделки;-1;10,9 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315713520/;Москва;sale;flat;4;28;1;33.5;10619500;2025;-1;Монолитный;-1;Без отделки;-1;10,3 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/309397591/;Москва;sale;flat;5;28;1;35.1;11267100;2025;-1;Монолитный;-1;Без отделки;-1;11,1 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315713553/;Москва;sale;flat;5;28;1;36.0;11484000;2025;-1;Монолитный;-1;Без отделки;-1;12,6 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315713551/;Москва;sale;flat;7;28;1;37.3;12085200;2025;-1;Монолитный;-1;Без отделки;-1;12,1 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315713545/;Москва;sale;flat;4;28;1;37.7;11950900;2025;-1;Монолитный;-1;Без отделки;-1;12,6 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315713657/;Москва;sale;flat;4;28;1;38.6;12313400;2025;-1;Монолитный;-1;Без отделки;-1;13,1 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/300916191/;Москва;sale;flat;5;28;1;39.5;13035000;2025;-1;Монолитный;-1;Без отделки;-1;13,9 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/315713668/;Москва;sale;flat;4;28;2;53.0;16112000;2025;-1;Монолитный;-1;Без отделки;16,4 м²;12,7 м²;74951374203;Отрадное;Отрадная ;4А;Отрадное;Малевич
MR Group;developer;https://www.cian.ru/sale/flat/314741572/;Москва;sale;flat;11;29;1;26.7;15061876;2025;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;-1;-1;74951387213;Южнопортовый;Волгоградский проспект;32/5к4;Волгоградский проспект;Метрополия
MR Group;developer;https://www.cian.ru/sale/flat/314741582/;Москва;sale;flat;8;29;1;44.7;20056007;2025;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;-1;-1;74951387213;Южнопортовый;Волгоградский проспект;32/5к4;Волгоградский проспект;Метрополия
MR Group;developer;https://www.cian.ru/sale/flat/313513439/;Москва;sale;flat;20;29;2;55.7;22808192;2025;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;24,2 м²;16,4 м²;74951387213;Южнопортовый;Волгоградский проспект;32/5к4;Волгоградский проспект;Метрополия
MR Group;developer;https://www.cian.ru/sale/flat/314741566/;Москва;sale;flat;21;29;3;79.2;28729301;2025;-1;Монолитно-кирпичный, монолитный;-1;Предчистовая;39,2 м²;21,8 м²;74951387213;Южнопортовый;Волгоградский проспект;32/5к4;Волгоградский проспект;Метрополия
Основа;developer;https://www.cian.ru/sale/flat/313031929/;Москва;sale;flat;3;35;1;35.2;10542400;2027;-1;Монолитный;-1;Без отделки, предчистовая;13,8 м²;12,2 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/293007176/;Москва;sale;flat;5;35;1;35.9;11129000;2026;-1;Монолитный;-1;Без отделки, предчистовая;14,9 м²;11,2 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/299292647/;Москва;sale;flat;4;35;1;36.6;11199600;2026;-1;Монолитный;-1;Без отделки, предчистовая;15,9 м²;11,6 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313031937/;Москва;sale;flat;3;35;1;37.7;11147890;2027;-1;Монолитный;-1;Без отделки, предчистовая;15,8 м²;11,5 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/293803976/;Москва;sale;flat;3;35;2;38.3;11260200;2026;-1;Монолитный;-1;Без отделки, предчистовая;27,9 м²;5,4 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313031874/;Москва;sale;flat;4;35;2;41.1;12227250;2027;-1;Монолитный;-1;Без отделки, предчистовая;30,8 м²;5,3 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313826210/;Москва;sale;flat;3;35;2;41.5;12201000;2027;-1;Монолитный;-1;Без отделки, предчистовая;30,8 м²;5,7 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313031931/;Москва;sale;flat;3;35;1;43.4;12803000;2027;-1;Монолитный;-1;Без отделки, предчистовая;18,6 м²;11,3 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313031934/;Москва;sale;flat;3;35;1;43.7;12948310;2027;-1;Монолитный;-1;Без отделки, предчистовая;20,5 м²;10,2 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/299292657/;Москва;sale;flat;4;35;1;44.5;13309950;2026;-1;-1;-1;Неизвестно;18,6 м²;11,8 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313031884/;Москва;sale;flat;4;35;2;45.1;13417250;2027;-1;Монолитный;-1;Без отделки, предчистовая;34 м²;6,1 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313826211/;Москва;sale;flat;3;35;2;45.5;13377000;2027;-1;Монолитный;-1;Без отделки, предчистовая;34 м²;6,5 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313031919/;Москва;sale;flat;4;35;1;46.0;13629800;2027;-1;Монолитный;-1;Без отделки, предчистовая;20,4 м²;12,5 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/293804008/;Москва;sale;flat;3;35;2;46.5;13694250;2026;-1;Монолитный;-1;Без отделки, предчистовая;34,6 м²;6,9 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/299292653/;Москва;sale;flat;4;35;1;47.4;14172600;2026;-1;Монолитный;-1;Без отделки, предчистовая;20,6 м²;13 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/293804019/;Москва;sale;flat;3;35;-1;47.8;14053200;2026;-1;Монолитный;-1;Без отделки, предчистовая;20,1 м²;20,1 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313826208/;Москва;sale;flat;3;35;2;48.4;14229600;2027;-1;Монолитный;-1;Без отделки, предчистовая;33,8 м²;9,6 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/313826190/;Москва;sale;flat;4;35;2;49.1;14597430;2027;-1;Монолитный;-1;Без отделки, предчистовая;35 м²;9,1 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/293804020/;Москва;sale;flat;3;35;2;49.6;14607200;2026;-1;-1;-1;Неизвестно;35,4 м²;9,2 м²;74951346369;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040450/;Москва;sale;flat;6;27;3;112.1;105249800;2028;-1;Монолитный;-1;Без отделки;67,4 м²;16 м²;74951370368;Замоскворечье;Шлюзовая набережная;2/1С1;Павелецкая;Монблан
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/314440071/;Москва;sale;flat;4;8;1;48.3;46854400;2028;-1;Монолитный;-1;Без отделки;23,9 м²;9,7 м²;74951370368;Замоскворечье;Шлюзовая набережная;2/1С1;Павелецкая;Монблан
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/311215931/;Москва;sale;flat;6;27;2;86.7;84199000;2028;-1;Монолитный;-1;Без отделки;57,7 м²;5,4 м²;74951370368;Замоскворечье;Шлюзовая набережная;2/1С1;Павелецкая;Монблан
MR Group;developer;https://www.cian.ru/sale/flat/313507022/;Москва;sale;flat;2;17;1;20.8;11236160;2027;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;13,4 м²;-1;74951346365;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
MR Group;developer;https://www.cian.ru/sale/flat/313507134/;Москва;sale;flat;2;36;1;22.2;11119980;2027;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;15,7 м²;-1;74951346365;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
MR Group;developer;https://www.cian.ru/sale/flat/313507172/;Москва;sale;flat;3;36;1;23.8;11933320;2027;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;18 м²;-1;74951346365;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
MR Group;developer;https://www.cian.ru/sale/flat/313507013/;Москва;sale;flat;3;17;1;26.3;12610850;2027;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;18,1 м²;-1;74951346365;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
MR Group;developer;https://www.cian.ru/sale/flat/313507126/;Москва;sale;flat;29;36;1;28.0;14212800;2027;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;18,2 м²;-1;74951346365;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
MR Group;developer;https://www.cian.ru/sale/flat/315119895/;Москва;sale;flat;24;36;1;29.3;14565030;2027;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;19,8 м²;-1;74951346365;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
MR Group;developer;https://www.cian.ru/sale/flat/315119885/;Москва;sale;flat;2;36;1;29.9;13260650;2027;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;19,7 м²;-1;74951346365;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
MR Group;developer;https://www.cian.ru/sale/flat/315119905/;Москва;sale;flat;4;36;2;56.4;19751280;2027;-1;Монолитно-кирпичный;-1;Без отделки, предчистовая;23,4 м²;-1;74951346365;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
Capital Group;developer;https://www.cian.ru/sale/flat/291360059/;Москва;sale;flat;62;85;3;154.3;123346916;2015;-1;Монолитный;-1;-;104,9 м²;-1;74951375242;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Capital Group;developer;https://www.cian.ru/sale/flat/288136857/;Москва;sale;flat;59;85;2;80.6;63480567;2015;-1;Монолитный;-1;-;49,6 м²;-1;74951375242;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Apsis Globe;developer;https://www.cian.ru/sale/flat/302964936/;Москва;sale;flat;8;9;1;37.04;10906000;2025;-1;Монолитно-кирпичный;-1;Чистовая;14,8 м²;4 м²;74951379085;Косино-Ухтомский; Николая Старостина;14;Новокосино;МФК CITIMIX Новокосино
Apsis Globe;developer;https://www.cian.ru/sale/flat/296192810/;Москва;sale;flat;2;9;1;39.59;11085000;2025;-1;Монолитно-кирпичный;-1;Чистовая;15,8 м²;4 м²;74951379085;Косино-Ухтомский; Николая Старостина;14;Новокосино;МФК CITIMIX Новокосино
Apsis Globe;developer;https://www.cian.ru/sale/flat/296192809/;Москва;sale;flat;2;9;1;41.96;11750000;2025;-1;Монолитно-кирпичный;-1;Чистовая;16,8 м²;4 м²;74951379085;Косино-Ухтомский; Николая Старостина;14;Новокосино;МФК CITIMIX Новокосино
Apsis Globe;developer;https://www.cian.ru/sale/flat/296193148/;Москва;sale;flat;8;9;1;45.45;13550060;2025;-1;Монолитно-кирпичный;-1;Чистовая;18,2 м²;4 м²;74951379085;Косино-Ухтомский; Николая Старостина;14;Новокосино;МФК CITIMIX Новокосино
Третий Рим;developer;https://www.cian.ru/sale/flat/314017904/;Москва;sale;flat;2;8;3;214.4;536000000;2026;-1;Монолитно-кирпичный;-1;Чистовая;105,5 м²;-1;74951370879;Арбат;Никитский бульвар;6/20;Арбатская;Никитский-6
Третий Рим;developer;https://www.cian.ru/sale/flat/310065847/;Москва;sale;flat;3;8;2;97.7;268675000;2026;-1;Монолитно-кирпичный;-1;Чистовая;36,8 м²;-1;74951370879;Арбат;Никитский бульвар;6/20;Арбатская;Никитский-6
Донстрой;developer;https://www.cian.ru/sale/flat/308969000/;Москва;sale;flat;7;21;1;28.1;20917640;2025;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая с мебелью;14,1 м²;5 м²;74951387211;Хорошево-Мневники;Жилой комплекс остров;5;Мнёвники;Остров
ПИК;developer;https://www.cian.ru/sale/flat/314566006/;Москва;sale;flat;16;33;1;19.7;10872863;2024;-1;Панельный, монолитный;-1;Чистовая;9,6 м²;5,1 м²;74951387179;Нижегородский;Перовское шоссе;2к1;Нижегородская;Перовское 2
ПИК;developer;https://www.cian.ru/sale/flat/306984774/;Москва;sale;flat;26;26;1;25.3;12681068;2024;-1;Панельный, монолитный;-1;Чистовая;12,3 м²;6,4 м²;74951387179;Нижегородский;Перовское шоссе;2к1;Нижегородская;Перовское 2
AFI Development;developer;https://www.cian.ru/sale/flat/314000505/;Москва;sale;flat;3;14;1;29.3;12865539;2024;-1;Монолитно-кирпичный, монолитный;-1;Без отделки;-1;-1;74951370511;Басманный;Большая Почтовая ;24;Электрозаводская;Резиденции Архитекторов
AFI Development;developer;https://www.cian.ru/sale/flat/314000535/;Москва;sale;flat;6;14;1;30.3;14161158;2024;-1;Монолитно-кирпичный, монолитный;-1;Без отделки;-1;-1;74951370511;Басманный;Большая Почтовая ;24;Электрозаводская;Резиденции Архитекторов
AFI Development;developer;https://www.cian.ru/sale/flat/314000474/;Москва;sale;flat;3;14;1;30.5;14024717;2024;-1;Монолитно-кирпичный, монолитный;-1;Без отделки;-1;-1;74951370511;Басманный;Большая Почтовая ;24;Электрозаводская;Резиденции Архитекторов
Донстрой;developer;https://www.cian.ru/sale/flat/310846335/;Москва;sale;flat;9;14;3;127.9;100068960;2026;-1;Монолитный;-1;Без отделки, чистовая с мебелью;42,7 м²;35,3 м²;74951387210;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Донстрой;developer;https://www.cian.ru/sale/flat/314756919/;Москва;sale;flat;9;12;1;57.1;55923740;2026;-1;Монолитный;-1;Без отделки, чистовая с мебелью;13 м²;24,8 м²;74951387210;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Донстрой;developer;https://www.cian.ru/sale/flat/315600980/;Москва;sale;flat;4;12;2;88.7;78792210;2026;-1;Монолитный;-1;Без отделки, чистовая с мебелью;28,9 м²;23,8 м²;74951387210;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Level Group;developer;https://www.cian.ru/sale/flat/312578850/;Москва;sale;flat;2;4;3;77.7;186154532;2025;-1;Монолитный;-1;Без отделки;44,6 м²;5,3 м²;74951375191;Хамовники;Саввинская набережная;17;Спортивная;Саввинская 17 от Level
Level Group;developer;https://www.cian.ru/sale/flat/312577548/;Москва;sale;flat;3;6;3;146.6;299023338;2025;-1;Монолитный;-1;Без отделки, чистовая с мебелью;82,3 м²;10,1 м²;74951377261;Хамовники;Саввинская набережная;27;Спортивная;Саввинская 27 от Level
AFI Development;developer;https://www.cian.ru/sale/flat/314562108/;Москва;sale;flat;22;25;1;18.2;10432115;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;12 м²;-1;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/314562137/;Москва;sale;flat;14;25;1;22.3;11110490;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;14,9 м²;-1;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/314562133/;Москва;sale;flat;10;25;1;22.6;11147017;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;14,9 м²;-1;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/314562228/;Москва;sale;flat;15;25;1;25.9;12822906;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;16 м²;-1;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/314562084/;Москва;sale;flat;15;25;1;26.6;12222512;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;16,3 м²;-1;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/314562221/;Москва;sale;flat;8;25;1;28.3;12460558;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;18 м²;-1;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/314802509/;Москва;sale;flat;2;25;1;29.0;11351826;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;17,9 м²;-1;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/314562143/;Москва;sale;flat;7;25;1;29.8;12276664;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;20,1 м²;-1;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/313195828/;Москва;sale;flat;24;25;1;33.1;14551707;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;12,6 м²;11,6 м²;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
AFI Development;developer;https://www.cian.ru/sale/flat/313195832/;Москва;sale;flat;21;25;1;34.6;14435367;2024;-1;Монолитный;-1;Без отделки, предчистовая, черновая, чистовая;12,3 м²;11 м²;74951377231;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
Sminex;developer;https://www.cian.ru/sale/flat/315036694/;Москва;sale;flat;13;14;1;27.0;23430000;2023;-1;Монолитный;-1;Без отделки, чистовая;10 м²;7,7 м²;74951375461;Раменки;проспект Генерала Дорохова;39к2М;Ломоносовский проспект;Собрание клубных домов West Garden
Sminex;developer;https://www.cian.ru/sale/flat/315036863/;Москва;sale;flat;12;14;1;44.0;29830000;2023;-1;Монолитный;-1;Без отделки, чистовая;14,2 м²;18,9 м²;74951375461;Раменки;проспект Генерала Дорохова;39к2Л;Ломоносовский проспект;Собрание клубных домов West Garden
Sminex;developer;https://www.cian.ru/sale/flat/315036847/;Москва;sale;flat;9;14;2;66.9;43340000;2023;-1;Монолитный;-1;Без отделки, чистовая;24,8 м²;22,9 м²;74951375461;Раменки;проспект Генерала Дорохова;39к2Л;Ломоносовский проспект;Собрание клубных домов West Garden
Sminex;developer;https://www.cian.ru/sale/flat/315036634/;Москва;sale;flat;11;14;3;91.8;59270000;2023;-1;Монолитный;-1;Без отделки, чистовая;40,9 м²;26,2 м²;74951375461;Раменки;проспект Генерала Дорохова;39к2М;Ломоносовский проспект;Собрание клубных домов West Garden
Среда;developer;https://www.cian.ru/sale/flat/314645041/;Москва;sale;flat;9;13;1;23.5;14410999;2027;-1;Монолитный;-1;Предчистовая;11,3 м²;5 м²;74997154155;Очаково-Матвеевское;Очаково мкр;к5.3;Аминьевская;Среда на Лобачевского ЖК
Среда;developer;https://www.cian.ru/sale/flat/303859452/;Москва;sale;flat;7;13;1;23.5;12229517;2027;-1;Монолитный;-1;Предчистовая;11,3 м²;5 м²;74997154155;Очаково-Матвеевское;Очаково мкр;к5.5;Аминьевская;Среда на Лобачевского ЖК
Среда;developer;https://www.cian.ru/sale/flat/311486742/;Москва;sale;flat;6;13;1;23.5;12186207;2027;-1;Монолитный;-1;Предчистовая;11,3 м²;5 м²;74997154155;Очаково-Матвеевское;Очаково мкр;к5.5;Аминьевская;Среда на Лобачевского ЖК
Среда;developer;https://www.cian.ru/sale/flat/303859240/;Москва;sale;flat;3;13;1;24.6;12463122;2027;-1;Монолитный;-1;Предчистовая;11,3 м²;5 м²;74997154155;Очаково-Матвеевское;Очаково мкр;к5.4.1;Аминьевская;Среда на Лобачевского ЖК
Среда;developer;https://www.cian.ru/sale/flat/311682660/;Москва;sale;flat;3;13;1;25.9;12689627;2027;-1;Монолитный;-1;Предчистовая;11,6 м²;6,8 м²;74997154155;Очаково-Матвеевское;Очаково мкр;к5.1;Аминьевская;Среда на Лобачевского ЖК
Среда;developer;https://www.cian.ru/sale/flat/310720840/;Москва;sale;flat;2;13;1;35.6;16264572;2027;-1;Монолитный;-1;Предчистовая;21,2 м²;5,5 м²;74997154155;Очаково-Матвеевское;Очаково мкр;к5.1;Аминьевская;Среда на Лобачевского ЖК
Среда;developer;https://www.cian.ru/sale/flat/315614561/;Москва;sale;flat;7;13;2;51.1;20069678;2027;-1;Монолитный;-1;Предчистовая;32,4 м²;5 м²;74997154155;Очаково-Матвеевское;Очаково мкр;к5.1;Аминьевская;Среда на Лобачевского ЖК
Среда;developer;https://www.cian.ru/sale/flat/313450449/;Москва;sale;flat;3;27;3;61.6;22747586;2027;-1;Монолитный;-1;Предчистовая;31 м²;19,2 м²;74997154155;Очаково-Матвеевское;Очаково мкр;к5.2;Аминьевская;Среда на Лобачевского ЖК
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/309468245/;Москва;sale;flat;13;19;1;29.0;20155000;2024;-1;Монолитный;-1;Без отделки;8,4 м²;13,2 м²;74951387165;Щукино; Ротмистрова;2к3;Октябрьское поле;Театральный квартал
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/311523695/;Москва;sale;flat;3;19;2;55.5;30525000;2025;-1;Монолитный;-1;Без отделки;25,9 м²;13,3 м²;74951387165;Щукино; Расплетина;2к1;Октябрьское поле;Театральный квартал
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/311523707/;Москва;sale;flat;3;19;3;81.1;46227000;2025;-1;Монолитный;-1;Без отделки;35,4 м²;11,9 м²;74951387165;Щукино; Расплетина;2к1;Октябрьское поле;Театральный квартал
Центр Инвест;developer;https://www.cian.ru/sale/flat/311744148/;Москва;sale;flat;6;9;3;107.1;110325257;2021;-1;Монолитно-кирпичный, монолитный;-1;Без отделки;54,1 м²;33,1 м²;74951387174;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
Центр Инвест;developer;https://www.cian.ru/sale/flat/311744161/;Москва;sale;flat;7;9;1;63.5;67287900;2021;-1;Монолитно-кирпичный, монолитный;-1;Без отделки;38,2 м²;10,3 м²;74951387174;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
Центр Инвест;developer;https://www.cian.ru/sale/flat/311744145/;Москва;sale;flat;7;9;2;69.9;75078515;2021;-1;Монолитно-кирпичный, монолитный;-1;Без отделки;18,3 м²;34,6 м²;74951387174;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
Capital Group;developer;https://www.cian.ru/sale/flat/310411669/;Москва;sale;flat;37;58;2;109.7;43157704;2015;-1;-1;-1;Неизвестно;82,3 м²;-1;74951374432;Ростокино;проспект Мира;188Бк1;Ростокино;Триколор
Capital Group;developer;https://www.cian.ru/sale/flat/313524648/;Москва;sale;flat;36;58;3;144.0;54500112;2015;-1;-1;-1;Неизвестно;108 м²;-1;74951374432;Ростокино;проспект Мира;188Бк3;Ростокино;Триколор
Центр Инвест;developer;https://www.cian.ru/sale/flat/315728565/;Москва;sale;flat;24;35;1;22.3;13897383;2023;-1;-1;-1;Без отделки;11,4 м²;4 м²;74951462481;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315713677/;Москва;sale;flat;10;35;1;24.1;13075574;2024;-1;-1;-1;Без отделки;12,6 м²;4 м²;74951462481;Левобережный;Фестивальная ;15к6;Речной вокзал;Фестиваль парк-2
Центр Инвест;developer;https://www.cian.ru/sale/flat/315728349/;Москва;sale;flat;17;35;1;36.0;19851644;2023;-1;-1;-1;Без отделки;13,6 м²;10,4 м²;74951462481;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
